freq(Hz),gain,phase(deg),delay(ms)
0.1,0.9923052524430321,1.989071165774295,55.25197682706374
0.2,0.9923055093000966,3.5353920025061507,49.10266670147431
0.5,0.9868407780040653,8.297041045718203,46.09467247621223
1.0,0.9682623396685335,16.575675255869868,46.0435423774163
2.0,0.905970516713569,30.92580037381833,42.95250051919212
