0.48000000000000087 -0.4 no result
0.48000000000000087 -0.38 no result
0.48000000000000087 -0.36 no result
0.48000000000000087 -0.33999999999999997 no result
0.48000000000000087 -0.31999999999999995 no result
0.48000000000000087 -0.29999999999999993 no result
0.48000000000000087 -0.2799999999999999 no result
0.48000000000000087 -0.2599999999999999 out of limit
0.48000000000000087 -0.23999999999999988 out of limit
0.48000000000000087 -0.21999999999999986 out of limit
0.48000000000000087 -0.19999999999999984 -0.9672109861432391 0.15793558431472116
0.48000000000000087 -0.17999999999999983 -0.9099039928587273 0.19043820312986312
0.48000000000000087 -0.1599999999999998 -0.8574507694507937 0.2232175023648908
0.48000000000000087 -0.1399999999999998 -0.8084115424893434 0.2562966711930149
0.48000000000000087 -0.11999999999999977 -0.7619184225996872 0.2897008072091959
0.48000000000000087 -0.09999999999999976 -0.7174008201629329 0.32345720383206433
0.48000000000000087 -0.07999999999999974 -0.6744599268058213 0.357595686495019

